appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,release_year,total_ratings,rating_ratio,owners_mean,genres_text,categories_text,platforms_text,tags_text_clean,developer_encoded
673720,Police Adventure,2017-08-08,1,Fantasy-Gaming,Fantasy-Gaming,windows,0,Single-player,Violent;Action;Adventure;Early Access,Early Access;Action;Adventure,0,0,6,0,0,0-20000,1.99,2017,6,0.0,10000.0,violent action adventure early access,single-player,windows,,4811
673740,Space Battlecruiser,2018-04-27,1,Less Describable Games,Less Describable Games,windows,0,Single-player,Action;Indie,Indie;Action;Space,0,29,3,0,0,0-20000,3.99,2018,32,0.8787878787878788,10000.0,action indie,single-player,windows,space,8072
673750,Super Bunny Man,2017-08-31,1,Catobyte,Catobyte Ltd,windows,0,Single-player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Full controller support,Action;Indie;Early Access,Early Access;Local Co-Op;Funny,0,140,26,518,518,0-20000,11.39,2017,166,0.8383233532934131,10000.0,action indie early access,single-player local multi-player co-op online co-op local co-op shared/split screen full controller support,windows,funny,2494
673770,Cats Tanks,2017-09-04,1,oblomysh,oblomysh,windows,0,Single-player;Steam Achievements,Action;Indie,Action;Indie,11,24,29,0,0,0-20000,3.19,2017,53,0.4444444444444444,10000.0,action indie,single-player steam achievements,windows,,16633
673800,Zup! XS,2019-04-17,1,Quiet River,Quiet River,windows,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Relaxing,97,41,13,0,0,0-20000,0.79,2019,54,0.7454545454545455,10000.0,casual indie,single-player steam achievements,windows,relaxing,11323
673820,Master of ABC,2017-08-02,1,Yang Sun,Yang Sun,windows,0,Single-player;Steam Achievements;Steam Cloud;Includes level editor,Adventure;Casual;Indie,Indie;Casual;Adventure,674,9,5,0,0,0-20000,0.79,2017,14,0.6,10000.0,adventure casual indie,single-player steam achievements steam cloud includes level editor,windows,,15930
673830,VR STOCK CAR RACERS,2017-12-11,1,SAT-BOX,SAT-BOX,windows,0,Single-player;Full controller support;Steam Leaderboards,Racing,Racing;VR;Indie,0,4,2,0,0,0-20000,9.29,2017,6,0.5714285714285714,10000.0,racing,single-player full controller support steam leaderboards,windows,vr,12150
673840,VR Formula,2017-08-17,1,SAT-BOX,SAT-BOX,windows,0,Single-player;Full controller support;Steam Leaderboards,Action;Racing,Racing;Action;VR,0,14,4,0,0,0-20000,9.99,2017,18,0.7368421052631579,10000.0,action racing,single-player full controller support steam leaderboards,windows,vr,12150
673850,Neofeud,2017-09-19,1,Silver Spook Games,Silver Spook Games,windows,0,Single-player;Steam Achievements,Violent;Adventure;Indie,Adventure;Indie;Violent,37,47,8,0,0,0-20000,10.99,2017,55,0.8392857142857143,10000.0,violent adventure indie,single-player steam achievements,windows,,12713
673870,Math Combat Challenge,2017-11-03,1,Titan Deep Space Company,Titan Deep Space Company,windows;mac,0,Single-player;Full controller support,Action;Indie;Simulation,Action;Simulation;Indie,41,6,1,0,0,0-20000,4.79,2017,7,0.75,10000.0,action indie simulation,single-player full controller support,windows mac,,14473
673880,"Warhammer 40,000: Mechanicus",2018-11-15,1,Bulwark Studios,Kasedo Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Warhammer 40K;Turn-Based Tactics,23,1813,199,0,0,50000-100000,22.99,2018,2012,0.9006458022851466,75000.0,strategy,single-player steam achievements steam trading cards steam cloud,windows mac linux,warhammer 40k turn-based tactics,2203
673900,Avem33,2017-08-04,1,WaVR,WaVR,windows,0,Single-player,Casual;Free to Play;Indie;Racing,Free to Play;Racing;Casual,0,17,13,0,0,20000-50000,0.0,2017,30,0.5483870967741935,35000.0,casual free to play indie racing,single-player,windows,,15441
673920,Maso Marble,2017-10-16,1,STUDIO MUNGO,STUDIO MUNGO,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual,Casual,12,1,0,0,0,0-20000,2.89,2017,1,0.5,10000.0,casual,single-player steam achievements partial controller support,windows,,12247
673940,Dragon Glory,2017-10-10,1,TeamTop Games,101XP,windows,0,Online Multi-Player;MMO;Steam Trading Cards;In-App Purchases,Nudity;Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Nudity;RPG,0,26,33,0,0,20000-50000,0.0,2017,59,0.43333333333333335,35000.0,nudity action adventure free to play massively multiplayer rpg,online multi-player mmo steam trading cards in-app purchases,windows,,14037
673950,Farm Together,2018-10-11,1,Milkstone Studios,Milkstone Studios,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation,Simulation;Multiplayer;Agriculture,45,4022,407,35,35,100000-200000,15.49,2018,4429,0.907900677200903,150000.0,casual indie simulation,single-player multi-player online multi-player local multi-player co-op online co-op local co-op shared/split screen steam achievements full controller support steam trading cards steam cloud,windows mac linux,multiplayer agriculture,9133
673970,MuX,2017-12-18,1,Decochon,Decochon,windows,0,Single-player,Indie;Simulation;Early Access,Early Access;Indie;Simulation,0,8,0,0,0,0-20000,15.49,2017,8,0.8888888888888888,10000.0,indie simulation early access,single-player,windows,,3623
673980,Spears 'n' Spades,2017-08-07,1,LeatherIceCream;LazyTomato;Madvertiz0r,Proc Spine,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Adventure;Action;Indie,26,30,2,0,0,0-20000,1.69,2017,32,0.9090909090909091,10000.0,action adventure indie,single-player steam achievements full controller support steam cloud,windows,,8026
674020,World War 3,2018-10-19,1,The Farm 51,The Farm 51,windows,0,Online Multi-Player;Partial Controller Support,Action;Indie;Early Access,Early Access;FPS;Multiplayer,0,8525,5015,364,384,200000-500000,24.0,2018,13540,0.6295694557270511,350000.0,action indie early access,online multi-player partial controller support,windows,fps multiplayer,14189
674120,Cruentis The Murderer vol.1,2017-09-20,1,Anunnaki s.r.l.,Anunnaki s.r.l.,windows,0,Single-player,Gore;Adventure;Indie;Early Access,Early Access;Indie;Adventure,0,4,1,0,0,0-20000,5.79,2017,5,0.6666666666666666,10000.0,gore adventure indie early access,single-player,windows,,949
674130,Bare Metal,2017-12-01,1,Michael McCartney,Michael McCartney,windows;mac,0,Single-player;Online Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Full controller support,Free to Play;Indie;Simulation;Strategy,Free to Play;Indie;Strategy,0,57,10,0,0,0-20000,0.0,2017,67,0.8382352941176471,10000.0,free to play indie simulation strategy,single-player online multi-player shared/split screen cross-platform multiplayer full controller support,windows mac,,9035
674150,Simon the Sorcerer: 25th Anniversary Edition,2018-04-03,1,MojoTouch;Adventure Soft,MojoTouch,windows,0,Single-player;Steam Cloud,Adventure,Adventure;Point & Click,0,12,9,0,0,0-20000,6.19,2018,21,0.5454545454545454,10000.0,adventure,single-player steam cloud,windows,point & click,9264
674160,Slasher VR,2017-10-04,1,Listener Online II Inc,Listener Online II Inc,windows,0,Single-player,Sexual Content;Violent;Action,Action;Sexual Content;Violent,0,2,2,0,0,0-20000,0.79,2017,4,0.4,10000.0,sexual content violent action,single-player,windows,,8195
674170,DriftForce,2019-04-16,1,Greyish Games,Greyish Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie;Racing;Sports,Sports;Action;Indie,9,15,1,0,0,0-20000,3.99,2019,16,0.8823529411764706,10000.0,action casual indie racing sports,single-player steam achievements full controller support steam leaderboards,windows,,5972
674180,AliveInVR,2017-12-06,1,AliveIn Technology Ltd,AliveIn Technology Ltd,windows,0,Single-player;Multi-player;Online Multi-Player,Indie,Indie;Music;VR,0,2,0,0,0,0-20000,14.99,2017,2,0.6666666666666666,10000.0,indie,single-player multi-player online multi-player,windows,music vr,694
674190,Conquest of the New World,2017-07-21,1,Quicksilver Software,Interplay,windows;mac,0,Single-player;Online Multi-Player,Strategy,Strategy;Turn-Based,0,13,1,0,0,0-20000,6.99,2017,14,0.8666666666666667,10000.0,strategy,single-player online multi-player,windows mac,turn-based,11320
674210,Rush to Adventure,2017-09-11,1,Digital Awakening,Digital Awakening,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie;RPG,Action;Adventure;Indie,40,14,1,0,0,0-20000,7.19,2017,15,0.875,10000.0,action adventure indie rpg,single-player steam achievements full controller support steam cloud,windows,,3788
674220,ClickBit,2017-12-02,1,NorthernLights Games,NorthernLights Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Clicker,23,18,21,0,0,0-20000,1.69,2017,39,0.45,10000.0,casual indie,single-player steam achievements,windows,clicker,9951
674230,Light of the Mountain,2018-02-01,1,Songhouse Games,Songhouse Games,windows,0,Single-player;Partial Controller Support,Adventure,Adventure;Walking Simulator,0,10,2,0,0,0-20000,6.99,2018,12,0.7692307692307693,10000.0,adventure,single-player partial controller support,windows,walking simulator,13032
674250,Resurgence: Earth United,2017-09-29,1,Pixel by Pixel Studios Inc.,Pixel by Pixel Studios Inc.,windows,0,Multi-player;Online Multi-Player;Online Co-op;Steam Achievements,Action;Indie;RPG;Early Access,Early Access;Action;Indie,1,23,1,0,0,0-20000,6.19,2017,24,0.92,10000.0,action indie rpg early access,multi-player online multi-player online co-op steam achievements,windows,,10859
674310,THE 2048,2017-07-12,1,Thick & Thin,Thick & Thin,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Indie,Indie;Casual;Puzzle,16,40,6,0,0,0-20000,0.79,2017,46,0.851063829787234,10000.0,indie,single-player steam achievements steam leaderboards,windows,puzzle,14309
674330,Defend the Cake,2017-12-01,1,"Defend the Cake, LLC","Defend the Cake, LLC",windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Indie;Strategy,Strategy;Indie;Puzzle,5,25,0,0,0,0-20000,7.19,2017,25,0.9615384615384616,10000.0,indie strategy,single-player steam achievements steam cloud,windows mac,puzzle,3647
674360,Orb Flo,2017-10-05,1,Parrott Studios,Parrott Studios,windows;linux,0,Single-player;Steam Leaderboards,Casual;Indie,Indie;Casual,0,0,1,0,0,0-20000,0.79,2017,1,0.0,10000.0,casual indie,single-player steam leaderboards,windows linux,,10531
674370,CoffeeBiz Tycoon,2018-10-31,1,The Sociopath Software,The Sociopath Software,windows,0,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Simulation;Strategy,0,25,10,0,0,0-20000,7.19,2018,35,0.6944444444444444,10000.0,indie simulation strategy early access,single-player,windows,,14261
674380,Delude - Succubus Prison,2017-08-04,1,Halissoni,Halissoni,windows;linux,18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Sexual Content;Nudity;Adventure;Casual;Indie;RPG;Simulation,Sexual Content;Nudity;Casual,10,8,7,0,0,0-20000,1.59,2017,15,0.5,10000.0,sexual content nudity adventure casual indie rpg simulation,single-player steam achievements steam trading cards partial controller support,windows linux,,6134
674390,Bildo,2017-07-25,1,Dalesi,Dalesi,windows,0,Single-player,Adventure;Indie,Adventure;Indie;Platformer,0,8,2,0,0,0-20000,4.79,2017,10,0.7272727272727273,10000.0,adventure indie,single-player,windows,platformer,3383
674400,Einar,2017-07-20,1,DreamPunks,DreamPunks,windows,0,Single-player;Full controller support,Violent;Action;Casual;Free to Play;Indie;Strategy,Free to Play;Action;Survival,0,852,533,21,21,200000-500000,0.0,2017,1385,0.6147186147186147,350000.0,violent action casual free to play indie strategy,single-player full controller support,windows,survival,4053
674420,Piece of Memory,2017-07-25,1,MATRE,MATRE,windows,0,Single-player,Action;Adventure,Action;Adventure,0,1,1,0,0,0-20000,8.99,2017,2,0.3333333333333333,10000.0,action adventure,single-player,windows,,8501
674440,Skipper - Puzzle Across The Sea,2017-10-18,1,2xMilk,2xMilk,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,7,38,3,0,0,0-20000,2.89,2017,41,0.9047619047619048,10000.0,casual indie,single-player steam achievements partial controller support,windows mac linux,puzzle,105
674450,Blind Witch -Peek Window-,2017-08-08,0,Stray RamBling,Stray RamBling,windows,0,Single-player;Full controller support,Action;Adventure,Action;Adventure,0,7,0,0,0,0-20000,3.99,2017,7,0.875,10000.0,action adventure,single-player full controller support,windows,,13447
674520,Fight'N Rage,2017-09-19,1,sebagamesdev,sebagamesdev,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Beat 'em up,20,743,49,24,24,20000-50000,14.99,2017,792,0.9369482976040353,35000.0,action indie,single-player local multi-player local co-op shared/split screen steam achievements full controller support steam cloud,windows,beat 'em up,16729
674530,The Unreal Journey of Mongol,2017-08-04,1,ZHANGKAI,ZHANGKAI,windows,0,Single-player,Action;Adventure;Indie,Indie;Action;Adventure,0,0,2,0,0,0-20000,0.79,2017,2,0.0,10000.0,action adventure indie,single-player,windows,,16031
674550,SweetBed,2019-03-26,0,FunshipTech,FunshipTech,windows,0,Single-player;Steam Achievements,Action;Casual;Indie;RPG,Sexual Content;Casual;Action,13,0,2,0,0,0-20000,0.79,2019,2,0.0,10000.0,action casual indie rpg,single-player steam achievements,windows,,5347
674570,Bear Football,2017-07-30,1,Hero Game,Hero Game,windows,0,Single-player;Multi-player;Local Multi-Player;Local Co-op,Action;Simulation;Sports,Action;Sports;Simulation,0,25,14,0,0,0-20000,0.79,2017,39,0.625,10000.0,action simulation sports,single-player multi-player local multi-player local co-op,windows,,6338
674580,Fare Thee Well,2018-04-06,1,Watercress Studios,Watercress Studios,windows;mac;linux,0,Single-player,Free to Play,Free to Play;Visual Novel;Anime,0,75,2,0,0,0-20000,0.0,2018,77,0.9615384615384616,10000.0,free to play,single-player,windows mac linux,visual novel anime,15507
674630,Town,2017-08-17,0,牛学者,牛学者,windows,0,Single-player,Indie,Indie;RPGMaker,0,1,1,0,0,0-20000,0.79,2017,2,0.3333333333333333,10000.0,indie,single-player,windows,rpgmaker,17047
674750,Yet Another Zombie Defense HD,2017-08-25,1,Awesome Games Studio,Awesome Games Studio,windows,16,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Tower Defense;Zombies,27,710,177,172,248,100000-200000,2.79,2017,887,0.7995495495495496,150000.0,action indie,single-player multi-player online multi-player local multi-player co-op online co-op local co-op shared/split screen steam achievements full controller support steam trading cards steam workshop steam cloud steam leaderboards,windows,tower defense zombies,1267
674800,Tailwind,2017-07-28,1,ClickGames,ClickGames,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Indie;Casual,9,23,1,0,0,0-20000,1.99,2017,24,0.92,10000.0,adventure casual indie,single-player steam achievements,windows,,2747
674840,The Essence Reaper Ritual,2017-10-11,1,Legends of Eternalia,Legends of Eternalia,windows,0,Single-player,Violent;Gore;RPG;Early Access,Early Access;RPG;Gore,0,2,1,0,0,0-20000,1.99,2017,3,0.5,10000.0,violent gore rpg early access,single-player,windows,,8039
674850,2MD VR Football,2017-09-26,1,"Truant pixel, LLC","Truant Pixel, LLC",windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Indie;Sports,Action;Indie;Casual,24,85,5,0,0,0-20000,9.99,2017,90,0.9340659340659341,10000.0,action casual indie sports,single-player steam achievements steam leaderboards,windows,,14741
674860,Bystander,2017-12-15,1,Egor Magurin,Indovers Studio,windows;mac;linux,0,Single-player,Action;Adventure;Indie;Simulation,Action;Adventure;Simulation,0,9,25,0,0,0-20000,2.09,2017,34,0.2571428571428571,10000.0,action adventure indie simulation,single-player,windows mac linux,,4333
674890,Mechsprofit: Mech Tycoon Simulator,2018-05-04,1,Rahmat Nata Djaja,Rahmat Nata Djaja,windows,0,Single-player,Casual;Indie;Simulation;Strategy;Early Access,Early Access;Indie;Casual,0,9,1,0,0,0-20000,11.39,2018,10,0.8181818181818182,10000.0,casual indie simulation strategy early access,single-player,windows,,11448
674900,Toys Gun Fire Boom,2017-09-03,1,Pooandplay,Pooandplay;Jogaloca,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support,Action;Casual;Indie,Action;Casual;Indie,19,2,2,0,0,0-20000,4.79,2017,4,0.4,10000.0,action casual indie,single-player multi-player co-op steam achievements full controller support,windows,,11068
674910,Testbed Terror,2017-07-14,1,Lever Studios,Lever Studios,windows,0,Single-player,Violent;Gore;Action;Indie,Gore;Action;Indie,0,4,1,0,0,0-20000,0.79,2017,5,0.6666666666666666,10000.0,violent gore action indie,single-player,windows,,8087
674940,Stick Fight: The Game,2017-09-28,1,Landfall West,Landfall,windows;mac,0,Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,Action;Casual;Indie,Multiplayer;Funny;Fighting,28,24847,2795,584,184,2000000-5000000,3.99,2017,27642,0.8988532359005896,3500000.0,action casual indie,multi-player online multi-player local multi-player shared/split screen partial controller support,windows mac,multiplayer funny fighting,7947
674960,Gods of the Fallen Land,2017-07-31,1,"Crow's Key Studios, LLC","Crow's Key Studios, LLC",windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Indie;RPG;Strategy,Strategy;Action;RPG,20,44,7,0,0,0-20000,3.99,2017,51,0.8461538461538461,10000.0,action indie rpg strategy,single-player steam achievements steam cloud,windows,,3120
674980,Dirty Fighter 1,2017-07-21,1,Dirty Fighter Team,"Zero Brain, LLC",windows,18,Single-player;Multi-player;Shared/Split Screen,Sexual Content;Nudity;Violent;Action;Indie,Sexual Content;Nudity;Violent,0,3,2,0,0,0-20000,5.59,2017,5,0.5,10000.0,sexual content nudity violent action indie,single-player multi-player shared/split screen,windows,,3870
675010,MudRunner,2017-10-30,1,Saber Interactive,Focus Home Interactive,windows,0,Single-player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation,Offroad;Driving;Simulation,62,5845,1172,527,729,200000-500000,19.99,2017,7017,0.8328583642063266,350000.0,simulation,single-player online co-op steam achievements full controller support steam trading cards steam workshop steam cloud,windows,offroad driving,12269
675030,Super Samurai Rampage,2017-08-01,1,Brackish Games,Brackish Games,windows,18,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Violent;Gore;Action;Indie,Action;Indie;Gore,30,34,3,0,0,0-20000,1.59,2017,37,0.8947368421052632,10000.0,violent gore action indie,single-player steam achievements partial controller support steam leaderboards,windows,,2046
675040,Torn Familjen,2017-09-08,1,Paper Rose Games,Paper Rose Games,windows,0,Single-player,Casual;RPG;Strategy,Casual;RPG;Strategy,0,3,0,0,0,0-20000,6.99,2017,3,0.75,10000.0,casual rpg strategy,single-player,windows,,10504
675120,Crusader Crash,2017-08-01,1,Obadiah D Luna,Obadiah D Luna,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,10,7,1,0,0,0-20000,2.79,2017,8,0.7777777777777778,10000.0,action adventure indie,single-player steam achievements full controller support,windows,,10084
675130,AEGYPTUS,2017-08-15,1,Luciano Cargiolli,JustPlayNow,windows,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Action;Adventure;Indie;Simulation;Early Access,Early Access;Action;Adventure,7,15,8,0,0,0-20000,0.79,2017,23,0.625,10000.0,action adventure indie simulation early access,single-player steam achievements partial controller support stats,windows,,8360
675140,Laika 2.0,2017-09-08,1,Studio Albatros,Drink7 Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,54,7,0,0,0,0-20000,6.99,2017,7,0.875,10000.0,action adventure indie,single-player steam achievements steam trading cards partial controller support steam cloud,windows,,13469
675160,Soldier Killer,2017-08-15,1,SQUIX Games,SQUIX Games,windows,0,Single-player,Action;Casual;Indie;Early Access,Early Access;Action;Indie,0,3,1,0,0,0-20000,2.79,2017,4,0.6,10000.0,action casual indie early access,single-player,windows,,12236
675170,303 Squadron: Battle of Britain,2018-08-31,1,Atomic Jelly,Movie Games S.A.,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Simulation,Simulation;Action;Indie,48,96,48,0,0,0-20000,14.99,2018,144,0.6620689655172414,10000.0,action indie simulation,single-player steam achievements steam trading cards steam cloud,windows,,1200
675180,Choice of Zombies,2017-07-14,1,Choice of Games,Choice of Games,windows;mac;linux,0,Single-player;Captions available;In-App Purchases,Adventure;Indie;RPG,Adventure;Indie;RPG,0,1,4,0,0,0-20000,3.99,2017,5,0.16666666666666666,10000.0,adventure indie rpg,single-player captions available in-app purchases,windows mac linux,,2625
675210,CastleMiner Warfare,2017-08-17,1,DigitalDNA Games LLC,DigitalDNA Games LLC,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Partial Controller Support;Includes level editor,Violent;Action;Indie,Action;Indie;Violent,0,31,33,0,0,0-20000,3.99,2017,64,0.47692307692307695,10000.0,violent action indie,multi-player online multi-player co-op online co-op partial controller support includes level editor,windows,,3829
675220,SoulFrost,2017-08-01,1,Xitilon,Xitilon,windows,0,Single-player,Action;Indie,Action;Indie,0,4,3,0,0,0-20000,2.09,2017,7,0.5,10000.0,action indie,single-player,windows,,15878
675230,Secondhand Lands,2017-12-01,1,"Callipygian Games, LLC","Callipygian Games, LLC",windows,0,Online Multi-Player;MMO;Online Co-op;Steam Achievements;In-App Purchases;Steam Cloud,Adventure;Casual;Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;Adventure,18,39,23,0,0,0-20000,0.0,2017,62,0.6190476190476191,10000.0,adventure casual free to play massively multiplayer rpg,online multi-player mmo online co-op steam achievements in-app purchases steam cloud,windows,,2374
675240,Shining Song Starnova,2018-09-13,1,Love in Space,Sekai Project,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Casual,Nudity;Sexual Content;Visual Novel,9,74,5,2864,2864,0-20000,23.79,2018,79,0.925,10000.0,casual,single-player steam achievements steam trading cards,windows mac linux,visual novel,8329
675260,Batman: The Enemy Within - The Telltale Series,2017-08-08,1,Telltale Games,Telltale Games,windows;mac,0,Single-player;Steam Achievements;Full controller support,Adventure,Adventure;Story Rich;Choices Matter,30,2206,351,629,629,200000-500000,11.99,2017,2557,0.8623924941360438,350000.0,adventure,single-player steam achievements full controller support,windows mac,story rich choices matter,14073
675360,Forbidden Love,2017-09-11,1,"Accela,Inc.",Dogenzaka Lab,windows,0,Single-player;Steam Achievements,Adventure,Adventure;Visual Novel;Otome,14,4,5,0,0,0-20000,11.99,2017,9,0.4,10000.0,adventure,single-player steam achievements,windows,visual novel otome,412
675370,Gulu,2017-07-28,1,NekoToFuurin,NekoToFuurin,windows,0,Single-player,Casual;Indie,Casual;Indie,0,3,1,0,0,0-20000,0.79,2017,4,0.6,10000.0,casual indie,single-player,windows,,9647
675480,Witch Thief,2018-09-20,1,Cardboard Keep,Cardboard Keep,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,33,12,4,0,0,0-20000,15.49,2018,16,0.7058823529411765,10000.0,action adventure indie,single-player steam achievements steam cloud,windows,,2437
675490,Artifact Adventure Gaiden,2018-01-09,1,bluffman,AGM PLAYISM,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;RPG,Action;RPG;Indie,52,24,1,0,0,0-20000,7.19,2018,25,0.9230769230769231,10000.0,action indie rpg,single-player steam achievements full controller support steam cloud,windows,,16263
675510,Kingdom City Drowning Episode 1 - The Champion,2017-08-30,1,phoenixmirror,phoenixmirror,windows,16,Single-player;Partial Controller Support,Violent;Action;Adventure;Indie,Action;Adventure;Indie,0,8,8,0,0,0-20000,3.99,2017,16,0.47058823529411764,10000.0,violent action adventure indie,single-player partial controller support,windows,,16669
675530,M1: A Death in the Desert,2017-08-08,1,Dracula's Cave,Dracula's Cave,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Casual;Indie,Adventure;Indie;Casual,19,10,5,0,0,0-20000,1.99,2017,15,0.625,10000.0,action adventure casual indie,single-player steam achievements full controller support steam cloud,windows mac linux,,4003
675560,NAVYFIELD,2017-09-26,1,SDEnterNET,Naiadgames,windows,0,Multi-player;Online Multi-Player;MMO;In-App Purchases,Free to Play;Massively Multiplayer;RPG;Simulation;Strategy,Strategy;Massively Multiplayer;Free to Play,0,207,100,0,0,50000-100000,0.0,2017,307,0.672077922077922,75000.0,free to play massively multiplayer rpg simulation strategy,multi-player online multi-player mmo in-app purchases,windows,,12157
675620,Alter Cosmos,2018-07-10,1,▲ Pyramid Games,▲ Pyramid Games,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Casual;Adventure,7,11,3,0,0,0-20000,4.79,2018,14,0.7333333333333333,10000.0,adventure casual indie,single-player steam achievements,windows,,16918
675630,Super POTUS Trump,2017-08-08,1,"Emerson Design, Inc.","Emerson Design, Inc.",windows,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Free to Play;Indie,Free to Play;Casual;Indie,12,216,170,10,10,50000-100000,0.0,2017,386,0.5581395348837209,75000.0,casual free to play indie,single-player steam achievements steam leaderboards,windows,,4424
675640,The Lonely Gorilla,2018-11-16,1,Funderground Games,Funderground Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Adventure;Casual;Indie;RPG;Simulation,Simulation;Indie;Casual,7,7,4,0,0,0-20000,6.19,2018,11,0.5833333333333334,10000.0,adventure casual indie rpg simulation,single-player steam achievements full controller support steam leaderboards,windows,,5325
675660,Relic Keepers,2017-09-12,1,Idea Cabin,Idea Cabin,windows;mac;linux,0,Single-player;Steam Achievements,Violent;Gore;Action;Adventure;Indie,Action;Adventure;Indie,2,1,7,0,0,0-20000,0.79,2017,8,0.1111111111111111,10000.0,violent gore action adventure indie,single-player steam achievements,windows mac linux,,6685
675680,ShineG In The Zombies,2017-08-25,1,GaluluGame,GaluluGame,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Action;Adventure;Casual;Indie;RPG;Strategy,Action;Indie;Casual,38,178,41,0,0,0-20000,1.59,2017,219,0.8090909090909091,10000.0,action adventure casual indie rpg strategy,single-player steam achievements steam trading cards partial controller support stats,windows,,5487
675720,Direct,2017-08-17,1,ToastieLabs,ToastieLabs,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,Casual;Indie;Action,520,21,16,0,0,0-20000,0.79,2017,37,0.5526315789473685,10000.0,action casual indie,single-player steam achievements,windows,,14494
675730,Katharsis,2017-08-25,1,KOCMOC17,KOCMOC17,windows,0,Single-player;Steam Achievements,Adventure;Indie;Simulation,Adventure;Indie;Simulation,18,23,9,0,0,0-20000,3.99,2017,32,0.696969696969697,10000.0,adventure indie simulation,single-player steam achievements,windows,,7485
675830,Pulses - Crystal Journeys,2017-09-11,1,Ventura Science,Ventura Science,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Indie,Indie;Match 3,6,5,0,0,0,0-20000,2.79,2017,5,0.8333333333333334,10000.0,indie,single-player steam achievements steam leaderboards,windows,match 3,15167
675870,Ruby Hunter,2017-10-20,1,Bence Sipka,Bence Sipka,windows;mac,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Includes level editor,Action;Indie,Indie;Action;Puzzle,51,3,0,0,0,0-20000,5.19,2017,3,0.75,10000.0,action indie,single-player local co-op shared/split screen steam achievements partial controller support steam cloud stats includes level editor,windows mac,puzzle,1580
